0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-176.9601593017578,151.80697631835938,-35.147987365722656,39.31920623779297,-11.01193618774414,15.769969940185547,-7.127523422241211,4.510622501373291,-1.001151442527771,7.262012004852295,1.4105896949768066,4.77577018737793,4.51771879196167,0.4741882085800171,0.386417418718338,0.400025337934494,0.45468708872795105,0.39483842253685,0.3994969427585602,0.4113715887069702,0.605255126953125,0.499238520860672,0.4409164786338806,0.4924256503582001,0.4183011054992676,18.651873354076603,10.824862617961804,15.049939495644187,17.991936008041773,17.68493265475254,20.252504608057773,54.182695276473545
